Distance,Corr Dist,Corr Dist (Unstretched),Corr Speed,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,Brake Temp FL,Brake Temp FR,Brake Temp RL,Brake Temp RR,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,CG Height,Camber FL,Camber FR,Camber RL,Camber RR,Car Coord X,Car Coord Y,Car Coord Z,Car Damage Front,Car Damage Left,Car Damage Rear,Car Damage Right,Car Pos Norm,Caster FL,Caster FR,Chassis Pitch Angle,Chassis Pitch Rate,Chassis Roll Angle,Chassis Roll Rate,Chassis Velocity X,Chassis Velocity Y,Chassis Velocity Z,Chassis Yaw Rate,Clutch Pos,DRS Active,DRS Available,Drive Train Speed,ERS Heat Charging,ERS Is Charging,ERS Max Energy,ERS Power Level,ERS Recovery Level,Engine Brake Setting,Engine Limiter,Engine RPM,Flags,Fuel Level,Gear,Ground Speed,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,Lap Invalidated,Lap Time,Lap Time2,Last Lap Time,Last Sector Time,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,Ride Height FL,Ride Height FR,Ride Height RL,Ride Height RR,Road Temp,Self Align Torque FL,Self Align Torque FR,Self Align Torque RL,Self Align Torque RR,Session Lap Count,Session Time Left,Steering Angle,Surface Grip,Suspension Travel FL,Suspension Travel FR,Suspension Travel RL,Suspension Travel RR,TC Active,TC Enabled,Throttle Pos,Tire Dirt Level FL,Tire Dirt Level FR,Tire Dirt Level RL,Tire Dirt Level RR,Tire Load FL,Tire Load FR,Tire Load RL,Tire Load RR,Tire Loaded Radius FL,Tire Loaded Radius FR,Tire Loaded Radius RL,Tire Loaded Radius RR,Tire Pressure FL,Tire Pressure FR,Tire Pressure RL,Tire Pressure RR,Tire Radius FL,Tire Radius FR,Tire Radius RL,Tire Radius RR,Tire Rubber Grip FL,Tire Rubber Grip FR,Tire Rubber Grip RL,Tire Rubber Grip RR,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR,Tire Slip Ratio FL,Tire Slip Ratio FR,Tire Slip Ratio RL,Tire Slip Ratio RR,Tire Temp Core FL,Tire Temp Core FR,Tire Temp Core RL,Tire Temp Core RR,Tire Temp Inner FL,Tire Temp Inner FR,Tire Temp Inner RL,Tire Temp Inner RR,Tire Temp Middle FL,Tire Temp Middle FR,Tire Temp Middle RL,Tire Temp Middle RR,Tire Temp Outer FL,Tire Temp Outer FR,Tire Temp Outer RL,Tire Temp Outer RR,Toe In FL,Toe In FR,Toe In RL,Toe In RR,Turbo Boost,Wheel Angular Speed FL,Wheel Angular Speed FR,Wheel Angular Speed RL,Wheel Angular Speed RR,Wind Direction,Wind Speed
994,994,994,278.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-1.498,0.8989,-0.363,195.37,-2.0104,-3.008,-3.1788,-3.827,296.6,-220.80,2.856,0,0,0,0,0.3816,-10.15906,-10.15906,-3.566,3.89,0.739,0.61,77.22,-0.698,-0.1896,2.99,100.00,0,0,240.75,0,0,0,0,0,0,0.0000,18153,0.0000,30,5.000,278.00,0.0000,0,0,0,0,0,0.0000,0,18.012,18.012,0.000,0.000,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,66.66,-51.70,-51.70,-62.21,-62.21,13,-87.00,16.71,-253.18,90.46,0.0000,-18.01,0.01,100,16.094,8.921,76.47,63.50,0.0000,1,100.00,0,0.0000,0,0.0000,4981,3877,10226,9245,304.155,307.37,292.337,294.516,27.358,26.2413,28.098,27.6519,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.677,-0.445,-0.7004,-0.4767,-0.0606,-0.0882,1.13,1.26,84.489,77.508,89.113,86.325,92.470,69.823,103.592,93.002,89.038,67.208,98.676,88.138,87.905,65.945,96.252,85.389,0.228,0.010,0.05446,0.08739,0,238.22,237.80,240.68,240.62,-359,21
1072,1072,1072,290.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-1.370,0.5990,0.139,187.73,-2.4273,-2.886,-3.2513,-3.921,219.1,-227.12,-0.763,0,0,0,0,0.4130,-10.15906,-10.15906,-2.056,1.72,-0.086,-3.80,80.75,-0.350,-0.2696,10.68,100.00,0,0,251.48,0,0,0,0,0,0,0.0000,16378,0.0000,30,6.000,290.69,0.0000,0,0,0,0,0,0.0000,0,19.005,19.005,0.000,0.000,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-60.22,-60.22,-61.93,-61.93,13,-163.11,36.20,-213.28,98.55,0.0000,-19.00,3.81,100,16.184,11.973,77.90,68.06,0.0000,1,100.00,0,0.0000,0,0.0000,8075,6195,9199,7797,296.533,300.61,294.713,298.437,27.498,26.2702,28.268,27.7724,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.699,-0.358,-0.5286,-0.3023,-0.1054,-0.0436,0.94,1.32,85.360,77.688,90.177,87.078,90.707,68.968,103.297,93.365,87.235,66.278,98.176,88.264,86.047,64.995,95.561,85.339,0.669,-0.337,0.05080,0.07641,0,249.13,248.25,251.21,251.21,-359,21
1156,1156,1156,312.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,0.088,0.4965,1.111,175.03,-2.6828,-2.443,-3.8058,-3.885,135.3,-227.81,-2.258,0,0,0,0,0.4467,-10.15906,-10.15906,-0.538,4.01,0.020,-0.27,86.70,0.020,-0.1145,-0.82,100.00,0,0,269.37,0,0,0,0,0,0,0.0000,17543,0.0000,30,6.000,312.12,0.0000,0,0,0,0,0,0.0000,0,20.004,20.004,0.000,0.000,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-68.53,-68.53,-71.41,-71.41,13,-136.72,148.92,-184.12,191.62,0.0000,-20.00,-0.49,100,15.920,17.279,81.06,80.31,0.0000,1,99.22,0,0.0000,0,0.0000,9150,9351,9566,9456,293.390,291.46,294.066,294.176,27.644,26.3109,28.452,27.9121,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.181,0.301,-0.0620,0.1257,-0.0695,-0.0728,1.00,0.97,86.274,77.943,91.325,87.951,89.088,68.257,103.578,94.302,85.561,65.471,98.162,88.876,84.308,64.156,95.276,85.700,0.178,0.304,0.04359,0.04529,0,266.82,266.88,269.14,269.14,-359,21
1245,1245,1245,322.5,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-0.056,-0.2686,-0.705,178.46,-2.6251,-2.569,-3.8665,-3.810,46.8,-227.38,-2.434,0,0,0,0,0.4824,-10.15906,-10.15906,0.066,0.94,0.008,0.27,89.58,-0.025,0.0877,0.34,100.00,0,0,276.12,0,0,0,0,0,0,0.0000,17983,0.0000,30,6.000,322.50,0.0000,0,0,0,0,0,0.0000,0,21.003,21.003,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-57.07,-57.07,-70.90,-70.90,13,-81.18,78.50,-211.09,207.23,0.0000,-21.00,0.00,100,14.529,14.450,81.44,81.04,0.0000,1,56.47,0,0.0000,0,0.0000,6006,6041,9996,10150,302.093,301.14,293.585,292.669,27.776,26.3712,28.634,28.0618,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.181,0.158,-0.1135,0.0685,-0.0157,-0.0174,0.31,0.32,87.099,78.320,92.464,88.886,86.700,67.840,102.908,94.454,83.168,64.948,97.272,88.792,81.865,63.605,94.150,85.420,0.180,0.178,0.04071,0.04190,0,275.87,275.84,276.24,276.24,-359,21
1332,1332,1332,307.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-0.006,-0.3731,-0.190,176.20,-2.5724,-2.503,-3.8515,-3.822,-40.7,-227.09,-2.113,0,0,0,0,0.5176,-10.15906,-10.15906,0.300,-0.17,-0.053,-0.76,85.36,-0.007,-0.1847,0.03,100.00,0,0,263.00,0,0,0,0,0,0,0.0000,17128,0.0000,30,6.000,307.28,0.0000,0,0,0,0,0,0.0000,0,22.005,22.005,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-61.52,-61.52,-70.24,-70.24,13,-98.39,100.45,-200.02,198.17,0.0000,-22.00,-0.12,100,15.798,16.006,81.04,80.88,0.0000,1,48.63,0,0.0000,0,0.0000,6946,7061,9595,9574,299.506,298.10,294.494,293.979,27.886,26.4233,28.794,28.1939,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.208,0.228,-0.1028,0.0960,-0.0192,-0.0223,0.19,0.20,87.788,78.645,93.461,89.712,84.718,67.387,100.919,93.132,81.173,64.403,95.232,87.408,79.822,63.035,91.996,83.954,0.208,0.233,0.04145,0.04192,0,263.00,262.99,263.07,263.07,-359,21
1416,1416,1416,295.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,0.867,-0.2721,0.499,179.19,-2.8212,-2.252,-3.9006,-3.558,-124.1,-226.69,-0.607,0,0,0,0,0.5511,-10.15906,-10.15906,1.107,-0.38,0.409,1.82,82.17,0.222,-0.2151,-8.94,100.00,0,0,253.39,0,0,0,0,0,0,0.0000,16503,0.0000,30,6.000,295.83,0.0000,0,0,0,0,0,0.0000,0,23.001,23.001,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-56.89,-56.89,-64.68,-64.68,13,-42.64,122.72,-135.69,213.06,0.0000,-23.00,-3.37,100,11.892,15.393,74.96,79.96,0.0000,1,49.02,0,0.0000,0,0.0000,5708,7086,8492,9132,303.658,299.04,297.544,295.320,27.960,26.4537,28.920,28.3000,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,0.236,0.557,0.1885,0.4069,-0.0136,-0.0237,0.31,0.13,88.251,78.836,94.252,90.375,82.845,67.019,99.190,92.090,79.302,63.956,93.469,86.316,77.911,62.564,90.141,82.793,-0.277,0.584,0.05785,0.04386,0,252.90,253.66,253.30,253.63,-359,21
1497,1497,1497,290.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-0.031,0.0420,0.468,178.05,-2.5011,-2.663,-3.6032,-3.627,-205.3,-227.44,2.449,0,0,0,0,0.5838,-10.15906,-10.15906,2.724,-0.28,-0.005,0.87,80.64,0.001,-0.2839,0.37,100.00,0,0,249.58,0,0,0,0,0,0,0.0000,16254,0.0000,30,6.000,290.31,0.0000,0,0,0,0,0,0.0000,0,24.003,24.003,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-56.13,-56.13,-57.99,-57.99,13,-84.08,76.32,-161.46,159.88,0.0000,-24.00,0.02,100,13.683,12.637,73.65,72.97,0.0000,1,67.45,0,0.0000,0,0.0000,6579,6001,8391,8350,301.420,302.11,297.969,297.581,28.010,26.4739,29.029,28.3922,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.160,0.138,-0.1287,0.1147,-0.0375,-0.0374,0.55,0.56,88.561,78.962,94.930,90.951,81.109,66.670,98.007,91.561,77.572,63.541,92.225,85.706,76.146,62.130,88.784,82.093,0.157,0.122,0.06121,0.06287,0,248.53,248.50,249.57,249.57,-359,21
1577,1577,1577,291.2,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-1.449,0.0696,1.090,171.61,-2.2493,-2.909,-3.3168,-3.566,-286.0,-227.25,7.720,0,0,0,0,0.6164,-10.15906,-10.15906,3.983,11.12,1.593,3.83,80.89,-0.389,-0.2260,10.05,100.00,0,0,250.50,0,0,0,0,0,0,0.0000,16314,0.0000,30,6.000,291.22,0.0000,0,0,0,0,0,0.0000,0,25.005,25.005,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-60.76,-60.76,-58.34,-58.34,13,-144.64,37.76,-252.08,114.78,0.0000,-25.00,4.77,100,18.445,11.778,73.60,68.83,0.0000,1,70.20,0,0.0000,0,0.0000,7133,6096,10214,9768,298.034,300.54,293.756,294.205,28.050,26.4752,29.123,28.4733,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.745,-0.346,-0.5780,-0.3544,-0.0438,-0.0367,0.44,0.62,88.812,78.970,95.520,91.458,80.150,66.072,97.402,91.346,76.581,62.894,91.528,85.392,75.107,61.462,87.958,81.676,0.669,-0.277,0.06029,0.07381,0,249.94,249.12,250.79,250.32,-359,21
1658,1658,1658,282.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-0.862,-0.8234,-0.774,176.07,-2.5091,-2.705,-3.4068,-3.613,-364.7,-213.63,13.966,0,0,0,0,0.6492,-10.15906,-10.15906,3.956,-1.54,5.639,-0.42,78.45,-0.137,-0.4086,8.03,100.00,0,0,240.97,0,0,0,0,0,0,0.0000,15693,0.0000,30,6.000,282.44,0.0000,0,0,0,0,0,0.0000,0,26.007,26.007,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-57.09,-57.09,-54.25,-54.25,13,-113.06,40.43,-165.58,116.35,0.0000,-26.00,5.43,100,15.200,12.462,72.42,67.96,0.0000,1,0.00,0,0.0000,0,0.0000,6288,5621,7775,7430,301.432,302.49,299.885,300.343,28.119,26.4474,29.222,28.5459,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.554,-0.230,-0.3755,-0.1032,-0.0102,0.0130,-0.39,-0.09,89.242,78.796,96.135,91.912,82.729,66.397,99.076,92.368,78.974,63.056,92.966,86.156,77.422,61.529,89.178,82.210,0.626,-0.308,0.06199,0.07366,0,242.39,241.80,241.14,241.14,-359,21
1732,1732,1732,254.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-4.925,-0.3811,-0.178,184.25,-1.5371,-3.683,-2.3831,-4.087,-429.7,-178.95,18.255,0,0,0,0,0.6790,-10.15906,-10.15906,1.773,8.90,3.879,-6.94,70.72,-1.571,-0.4280,41.09,100.00,0,0,218.74,0,0,0,0,0,0,0.0000,14246,0.0000,30,6.000,254.65,0.0000,0,0,0,0,0,0.0000,0,27.006,27.006,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-56.67,-56.67,-49.65,-49.65,13,-204.18,-38.62,-269.29,-101.44,0.0000,-27.00,27.75,100,24.292,4.255,79.42,47.43,0.0000,1,43.14,0,0.0000,0,0.0000,8340,2387,9859,7297,294.839,311.20,294.694,300.948,28.187,26.3925,29.304,28.5825,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-2.899,-2.603,-2.1797,-1.9435,-0.0625,0.0034,0.10,0.33,89.669,78.453,96.650,92.141,87.056,67.520,101.687,93.221,83.019,63.953,95.376,86.805,81.344,62.297,91.425,82.675,2.625,-2.328,0.04351,0.11818,0,220.09,216.78,220.39,217.26,-359,21
1801,1801,1801,244.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-2.745,-0.1103,-1.046,199.24,-2.1158,-3.354,-2.5449,-3.851,-462.6,-119.60,20.303,0,0,0,0,0.7064,-10.15906,-10.15906,-0.081,-10.28,3.560,-1.01,67.88,-0.859,-0.5404,20.51,100.00,0,0,209.94,0,0,0,0,0,0,0.0000,13673,0.0000,30,6.000,244.40,0.0000,0,0,0,0,0,0.0000,0,28.002,28.002,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-42.98,-42.98,-45.83,-45.83,13,-101.85,-11.43,-223.86,-4.69,0.0000,-28.00,18.65,100,15.251,2.621,71.41,48.01,0.0000,1,50.59,0,0.0000,0,0.0000,4480,1154,8310,5917,306.645,316.19,297.891,303.710,28.279,26.3239,29.395,28.6135,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.877,-1.875,-1.3012,-1.0114,0.0090,0.0293,0.25,0.49,90.241,78.024,97.222,92.334,91.836,68.544,104.950,94.689,87.518,64.765,98.427,88.027,85.730,62.984,94.315,83.688,1.665,-1.662,0.06440,0.11623,0,210.43,208.56,210.78,209.29,-359,21
1870,1870,1870,251.2,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-0.659,0.3786,0.067,206.58,-2.4365,-2.942,-2.9413,-3.197,-470.3,-51.51,19.314,0,0,0,0,0.7343,-10.15906,-10.15906,-2.441,-2.97,0.149,-0.56,69.78,-0.224,-0.6110,5.69,100.00,0,0,216.99,0,0,0,0,0,0,0.0000,14132,0.0000,30,6.000,251.20,0.0000,0,0,0,0,0,0.0000,0,29.004,29.004,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,166.66,-47.04,-47.04,-35.85,-35.85,13,-66.13,23.44,-136.17,77.96,0.0000,-29.00,1.84,100,11.982,7.906,57.99,52.99,0.0000,1,74.90,0,0.0000,0,0.0000,4709,3328,6876,6406,306.663,309.61,302.239,302.776,28.332,26.2810,29.473,28.6433,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.349,-0.234,-0.4622,-0.1378,-0.0403,-0.0594,0.74,0.99,90.573,77.756,97.708,92.520,90.995,67.928,104.571,94.111,86.676,64.136,98.069,87.468,84.861,62.352,93.945,83.126,0.289,-0.204,0.09588,0.10681,0,215.56,214.95,216.90,216.90,-359,21
1941,1941,1941,262.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-0.055,0.3570,0.050,209.36,-2.6574,-2.615,-3.1722,-3.110,-471.5,19.37,15.618,0,0,0,0,0.7632,-10.15906,-10.15906,-4.809,-2.35,0.088,0.72,72.89,-0.005,-0.6250,0.34,100.00,0,0,226.52,0,0,0,0,0,0,0.0000,14752,0.0000,30,6.000,262.40,0.0000,0,0,0,0,0,0.0000,0,30.000,30.000,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-51.51,-51.51,-37.87,-37.87,13,-62.29,59.47,-111.63,108.67,0.0000,-30.00,0.03,100,11.440,11.011,56.94,57.25,0.0000,1,74.90,0,0.0000,0,0.0000,5229,5177,6650,6675,305.335,304.52,302.957,302.329,28.373,26.2433,29.545,28.6806,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.109,0.095,-0.1769,0.1480,-0.0556,-0.0590,0.84,0.86,90.831,77.520,98.158,92.754,89.399,67.003,103.696,93.540,85.125,63.231,97.229,86.924,83.303,61.462,93.090,82.586,0.090,0.073,0.09853,0.09800,0,224.76,224.72,226.43,226.43,-359,21
2016,2016,2016,274.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-1.486,0.5865,-0.206,211.20,-2.0385,-2.928,-3.1650,-3.100,-462.2,93.18,8.764,0,0,0,0,0.7935,-10.15906,-10.15906,-6.911,3.43,2.315,11.23,76.34,-0.403,-0.6457,11.37,100.00,0,0,237.74,0,0,0,0,0,0,0.0000,15483,0.0000,30,6.000,274.85,0.0000,0,0,0,0,0,0.0000,0,31.005,31.005,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,66.66,-55.22,-55.22,-34.93,-34.93,13,-129.70,11.53,-161.63,54.58,0.0000,-31.00,6.21,100,16.535,8.226,59.00,56.54,0.0000,1,86.67,0,0.0000,0,0.0000,6618,5111,7285,7399,300.868,303.79,301.892,300.980,28.438,26.1972,29.628,28.7238,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.811,-0.552,-0.7179,-0.3907,-0.0869,-0.0697,0.98,1.22,91.236,77.232,98.674,93.023,90.069,66.617,104.123,93.930,85.732,62.798,97.585,87.219,83.867,61.002,93.350,82.791,0.713,-0.486,0.09414,0.10109,0,235.70,234.85,238.03,237.54,-359,21
2094,2094,2094,288.6,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-5.135,0.3374,1.758,182.87,-1.2027,-3.901,-3.0910,-4.849,-426.7,161.50,0.183,0,0,0,0,0.8251,-10.15906,-10.15906,-4.454,1.71,2.314,-7.16,80.16,-1.572,-0.2100,31.81,100.00,0,0,248.85,0,0,0,0,0,0,0.0000,16206,0.0000,30,6.000,288.65,0.0000,0,0,0,0,0,0.0000,0,32.004,32.004,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,66.66,-64.37,-64.37,-76.21,-76.21,13,-307.93,-58.74,-353.50,-58.18,0.0000,-32.00,18.91,100,27.495,5.792,102.57,67.00,0.0000,1,86.67,0,0.0000,0,0.0000,11071,4359,11776,8989,288.278,306.32,289.175,295.324,28.585,26.1751,29.750,28.7969,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-2.453,-2.011,-1.7154,-1.5948,-0.0789,-0.0297,0.66,0.91,92.155,77.095,99.436,93.481,94.885,68.256,107.471,96.668,90.307,64.155,100.608,89.540,88.348,62.200,96.074,84.759,2.024,-1.578,-0.02261,0.08100,0,248.32,245.67,249.93,247.60,-359,21
2176,2176,2176,297.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-2.980,0.0369,0.585,178.37,-2.2306,-2.907,-3.2592,-4.229,-359.7,207.87,-1.957,0,0,0,0,0.8581,-10.15906,-10.15906,0.111,3.43,1.836,-13.32,82.75,-0.534,-0.2636,26.25,100.00,0,0,256.24,0,0,0,0,0,0,0.0000,16688,0.0000,30,6.000,297.89,0.0000,0,0,0,0,0,0.0000,0,33.009,33.009,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-62.85,-62.85,-67.72,-67.72,13,-247.38,-53.06,-274.77,66.25,0.0000,-33.01,19.47,100,19.554,11.516,86.42,69.56,0.0000,1,73.33,0,0.0000,0,0.0000,9306,6290,10201,7946,293.910,300.67,294.009,298.784,28.777,26.1950,29.903,28.8973,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.626,-1.198,-0.8631,-0.6612,-0.1026,-0.0118,0.43,0.76,93.359,77.219,100.394,94.109,98.907,69.748,110.464,99.194,94.131,65.391,103.283,91.642,92.078,63.297,98.447,86.494,1.815,-1.409,0.02655,0.07241,0,255.76,254.01,256.82,255.50,-359,21
2259,2259,2259,299.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-1.771,0.1428,0.957,177.99,-2.1315,-3.032,-3.5324,-4.097,-279.9,226.31,-2.043,0,0,0,0,0.8913,-10.15906,-10.15906,-0.140,3.90,-0.384,0.19,83.31,-0.636,-0.1075,9.51,100.00,0,0,257.82,0,0,0,0,0,0,0.0000,16791,0.0000,30,6.000,299.94,0.0000,0,0,0,0,0,0.0000,0,34.002,34.002,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-60.11,-60.11,-70.30,-70.30,13,-167.80,29.31,-267.85,110.29,0.0000,-34.00,3.39,100,19.084,11.228,87.67,74.21,0.0000,1,73.72,0,0.0000,0,0.0000,8021,6002,10237,9718,297.460,301.68,294.049,294.523,28.946,26.2072,30.055,28.9977,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.841,-0.438,-0.6907,-0.5053,-0.0453,-0.0369,0.46,0.65,94.410,77.295,101.346,94.736,100.249,70.084,111.731,100.119,95.388,65.609,104.390,92.356,93.259,63.456,99.370,87.011,0.592,-0.198,0.02323,0.06129,0,257.13,256.30,258.03,257.57,-359,21
2342,2342,2342,296.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,0.000,56.999999000,0.00,12,12,12,12,-0.092,-0.1894,0.993,179.80,-2.5735,-2.649,-3.8441,-3.882,-196.4,231.17,-2.046,0,0,0,0,0.9250,-10.15906,-10.15906,-0.071,1.21,-0.042,-2.72,82.43,-0.004,-0.0704,0.38,100.00,0,0,254.22,0,0,0,0,0,0,0.0000,16556,0.0000,30,6.000,296.74,0.0000,0,0,0,0,0,0.0000,0,35.004,35.004,0.000,20.231,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-54.54,-54.54,-71.20,-71.20,13,-74.24,68.02,-219.13,210.81,0.0000,-35.00,-0.03,100,13.980,12.994,82.10,81.25,0.0000,1,52.16,0,0.0000,0,0.0000,5853,5391,10449,10053,303.617,303.44,293.500,293.456,29.080,26.2429,30.194,29.1032,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.152,0.148,-0.0890,0.0868,-0.0019,-0.0021,0.24,0.25,95.248,77.518,102.211,95.395,98.230,69.171,110.219,99.140,93.433,64.736,102.903,91.413,91.276,62.617,97.831,86.058,0.163,0.136,0.03867,0.04101,0,254.17,254.13,254.32,254.32,-359,21
